Worker_ID,FirstHalfProbabilities,SecondHalfProbabilities,Date_Started,Date_Started,F
ATESTID,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Wed Nov 22 2017 17:17:41 GMT-0800 (Pacific Standard Time),Wed Nov 22 2017 17:18:20 GMT-0800 (Pacific Standard Time),
A1SRF7085UM3HI,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Fri Dec 01 2017 07:36:06 GMT-0600 (Central Standard Time),Fri Dec 01 2017 07:44:26 GMT-0600 (Central Standard Time)
A1PTH9KTRO06EG,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Fri Dec 01 2017 09:57:23 GMT-0500 (Eastern Standard Time),Fri Dec 01 2017 10:03:34 GMT-0500 (Eastern Standard Time)
A15V8K8M4TXT9Y,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Fri Dec 01 2017 09:16:43 GMT-0600 (Central Standard Time),Fri Dec 01 2017 09:27:03 GMT-0600 (Central Standard Time)
A1P6OXEJ86HQRM,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Fri Dec 01 2017 10:22:40 GMT-0500 (Eastern Standard Time),Fri Dec 01 2017 10:29:15 GMT-0500 (Eastern Standard Time)
A8HSPSD88CUTS,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Fri Dec 01 2017 10:42:02 GMT-0500 (Eastern Standard Time),Fri Dec 01 2017 10:52:33 GMT-0500 (Eastern Standard Time)
AFZ7Z5FOWM9VN,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Fri Dec 01 2017 10:03:01 GMT-0800 (Pacific Standard Time),Fri Dec 01 2017 10:09:23 GMT-0800 (Pacific Standard Time)
ALEE1QD4TW9G4,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Fri Dec 01 2017 12:54:10 GMT-0600 (Central Standard Time),Fri Dec 01 2017 13:03:46 GMT-0600 (Central Standard Time)
A3CXK1KSRGU27V,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Fri Dec 01 2017 14:21:30 GMT-0500 (Eastern Standard Time),Fri Dec 01 2017 14:27:33 GMT-0500 (Eastern Standard Time)
A1AJWS2H14J8MQ,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Fri Dec 01 2017 13:57:50 GMT-0700 (MST),Fri Dec 01 2017 14:09:08 GMT-0700 (MST)
ARFPH1SU73HXE,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Fri Dec 01 2017 15:05:26 GMT-0800 (Pacific Standard Time),Fri Dec 01 2017 15:16:42 GMT-0800 (Pacific Standard Time)
A1DHYSXOHE5VQL,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Fri Dec 01 2017 17:21:22 GMT-0500 (Eastern Standard Time),Fri Dec 01 2017 17:29:24 GMT-0500 (Eastern Standard Time)
A3F7TD3W9043EO,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sat Dec 02 2017 11:21:35 GMT-0500 (Eastern Standard Time),Sat Dec 02 2017 11:28:33 GMT-0500 (Eastern Standard Time)
A319BHZG0R2ESQ,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sat Dec 02 2017 12:29:35 GMT-0700 (Mountain Standard Time),Sat Dec 02 2017 12:38:34 GMT-0700 (Mountain Standard Time)
A19WXS1CLVLEEX,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Sat Dec 02 2017 15:45:10 GMT-0500 (Eastern Standard Time),Sat Dec 02 2017 15:52:57 GMT-0500 (Eastern Standard Time)
A1GXFMAC759VRM,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sat Dec 02 2017 19:38:58 GMT-0500 (EST),Sat Dec 02 2017 19:45:56 GMT-0500 (EST)
A25CFVQND4A0EV,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 01:56:22 GMT-0600 (Central Standard Time),Sun Dec 03 2017 02:03:13 GMT-0600 (Central Standard Time)
A3L2UB07EZJAMD,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 02:58:15 GMT-0600 (Central Standard Time),Sun Dec 03 2017 03:07:26 GMT-0600 (Central Standard Time)
A2NQO3JAPV0MUQ,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 09:32:04 GMT-0500 (EST),Sun Dec 03 2017 09:37:48 GMT-0500 (EST)
AIHHRINW9IN1I,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 09:30:39 GMT-0500 (EST),Sun Dec 03 2017 09:38:03 GMT-0500 (EST)
A3G5IPGLH1IIZN,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 09:30:54 GMT-0500 (EST),Sun Dec 03 2017 09:41:24 GMT-0500 (EST)
A3UIDRGBV9NJWR,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 07:33:47 GMT-0700 (Mountain Standard Time),Sun Dec 03 2017 07:43:01 GMT-0700 (Mountain Standard Time)
A1AKX1C8GCVCTP,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 23:13:29 GMT+0800 (Malay Peninsula Standard Time),Sun Dec 03 2017 23:20:22 GMT+0800 (Malay Peninsula Standard Time)
A2WT6FV92737W6,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 10:37:28 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 10:44:40 GMT-0500 (Eastern Standard Time)
A16UAN46CNIRHY,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 12:49:42 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 12:59:37 GMT-0500 (Eastern Standard Time)
A1MIBEGF81ZLUS,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 14:47:53 GMT-0600 (CST),Sun Dec 03 2017 14:55:10 GMT-0600 (CST)
A9692Y27LBXT9,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Sun Dec 03 2017 15:48:20 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 15:55:34 GMT-0500 (Eastern Standard Time)
A1HWB810RJBV2K,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 15:48:31 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 15:55:44 GMT-0500 (Eastern Standard Time)
A3180VXVP8MOIH,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 14:49:35 GMT-0600 (Central Standard Time),Sun Dec 03 2017 14:57:46 GMT-0600 (Central Standard Time)
A1G69P73SBVUR4,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Sun Dec 03 2017 12:49:19 GMT-0800 (Pacific Standard Time),Sun Dec 03 2017 12:59:03 GMT-0800 (Pacific Standard Time)
A8TIL9U6YHG5,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Sun Dec 03 2017 23:51:20 GMT+0300 (E. Africa Standard Time),Mon Dec 04 2017 00:00:16 GMT+0300 (E. Africa Standard Time)
A3LECJA9RVQQKZ,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 14:49:23 GMT-0600 (Central Standard Time),Sun Dec 03 2017 15:00:25 GMT-0600 (Central Standard Time)
A320QA9HJFUOZO,"[0.9,0.5,0.1]","[0.9,0.5,0.1]",Sun Dec 03 2017 12:49:01 GMT-0800 (Pacific Standard Time),Sun Dec 03 2017 13:01:50 GMT-0800 (Pacific Standard Time)
A3QEVFM3UD67BA,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 13:52:38 GMT-0700 (US Mountain Standard Time),Sun Dec 03 2017 14:02:29 GMT-0700 (US Mountain Standard Time)
AUGZWSMBBO8U1,"[0.9,0.5,0.1]","[0.8,0.4,0.2]",Sun Dec 03 2017 14:55:54 GMT-0600 (CST),Sun Dec 03 2017 15:07:40 GMT-0600 (CST)
A3M2JTIF4XU22L,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 15:48:10 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 16:09:05 GMT-0500 (Eastern Standard Time)
AFN5VMMGYPF1I,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 16:16:58 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 16:25:01 GMT-0500 (Eastern Standard Time)
A2VRDE2FHCBMF8,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 13:23:50 GMT-0800 (Pacific Standard Time),Sun Dec 03 2017 13:30:57 GMT-0800 (Pacific Standard Time)
A209V2VHLLQ59W,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 13:31:25 GMT-0800 (PST),Sun Dec 03 2017 13:40:31 GMT-0800 (PST)
A1AKL5YH9NLD2V,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 15:42:39 GMT-0600 (Central Standard Time),Sun Dec 03 2017 15:48:52 GMT-0600 (Central Standard Time)
A30VLAIIJIG5IS,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 16:36:23 GMT-0500 (Eastern Standard Time),Sun Dec 03 2017 16:49:14 GMT-0500 (Eastern Standard Time)
A2TBXASXZIRNNW,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Sun Dec 03 2017 15:45:02 GMT-0600 (Central America Standard Time),Sun Dec 03 2017 15:51:19 GMT-0600 (Central America Standard Time)
AKA9XW7UANMPJ,"[0.8,0.4,0.2]","[0.8,0.4,0.2]",Sun Dec 03 2017 15:43:40 GMT-0600 (Central Standard Time),Sun Dec 03 2017 15:58:59 GMT-0600 (Central Standard Time)
